utterance,intent,category,tags,tagalog,similarity,needs_review,human_corrected_tagalog
how could I report an issue with payments?,payment_issue,PAYMENT,BIMP,paano ko maiuulat ang isang isyu sa pamamagitan ng pagbabayad?,0.8453161120414734,False,
I want assistance to report issues with payment,payment_issue,PAYMENT,BM,Nais ko ng tulong upang iulat ang mga bagay - bagay nang may bayad,0.5526190400123596,True,
I want help to solve issues with payments,payment_issue,PAYMENT,BM,Nais ko ng tulong upang lutasin ang mga problema sa pamamagitan ng pagbabayad,0.9076062440872192,False,
can you help me to report issues with payment?,payment_issue,PAYMENT,BIM,Matutulungan mo ba akong iulat ang mga bagay - bagay sa pamamagitan ng pagbabayad?,0.5748065710067749,True,
I need help reporting a payment issue,payment_issue,PAYMENT,B,Kailangan ko ng tulong sa pag - uulat ng isang isyu sa pagbabayad,0.9526141881942748,False,
I don't know how I could report an issue with payments,payment_issue,PAYMENT,BMP,Hindi ko alam kung paano ko maiuulat ang isang isyu sa pamamagitan ng pagbabayad,0.9001715183258057,False,
I need help reporting an issue with payment,payment_issue,PAYMENT,B,Kailangan ko ng tulong sa pag - uulat ng isang isyu nang may bayad,0.7485806941986084,False,
help reporting issues with payments,payment_issue,PAYMENT,BM,ay tumutulong sa pag - uulat ng mga isyu na may kabayaran,0.8043106198310852,False,
I do not know what to do to report an issue with payment,payment_issue,PAYMENT,BE,Hindi ko alam kung ano ang gagawin upang iulat ang isang isyu sa pamamagitan ng pagbabayad,0.9191019535064696,False,
I don't know what I have to do to report issues with payment,payment_issue,PAYMENT,BM,Hindi ko alam kung ano ang gagawin ko sa pag - uulat ng mga isyu nang may bayad,0.8069438934326172,False,
I do not know how I can report an issue with payment,payment_issue,PAYMENT,BE,Hindi ko alam kung paano ko maisusumbong ang isang isyu,0.4153411984443664,True,
I want assistance reporting payment issues,payment_issue,PAYMENT,BM,Nais ko ng tulong sa pag - uulat ng mga isyu tungkol sa pagbabayad,0.9403066635131836,False,
what do I have to do to report an issue with payments?,payment_issue,PAYMENT,BIM,Ano ang ginagawa ko upang iulat ang isang isyu sa pamamagitan ng pagbabayad?,0.8972517848014832,False,
I need help solving payment issues,payment_issue,PAYMENT,BM,Kailangan ko ng tulong upang malutas ang mga isyu tungkol sa pagbabayad,0.9693270921707152,False,
would it be possible to report issues with payment?,payment_issue,PAYMENT,BIMP,Posible kayang iulat ang mga isyu sa pamamagitan ng pagbabayad?,0.9108108282089232,False,
I need help to solve an issue with payment,payment_issue,PAYMENT,B,Kailangan ko ng tulong upang malutas ang isang problema sa pamamagitan ng pagbabayad,0.9179260730743408,False,
I need assistance to solve an issue with payments,payment_issue,PAYMENT,BM,Kailangan ko ng tulong upang malutas ang isang isyu sa pamamagitan ng pagbabayad,0.9103869795799256,False,
solve an issue with payment,payment_issue,PAYMENT,B,lutasin ang isang problema sa pamamagitan ng pagbabayad,0.9250575304031372,False,
help to report an issue with payments,payment_issue,PAYMENT,BM,upang iulat ang isang isyu sa pamamagitan ng pagbabayad,0.879482626914978,False,
help with payments,payment_issue,PAYMENT,BKM,sa pagbabayad,0.8228337168693542,False,
where can I report issues with payments?,payment_issue,PAYMENT,BIM,saan ako makapag - uulat ng mga isyu tungkol sa pagbabayad?,0.8390190005302429,False,
I do not know how I could report issues with payment,payment_issue,PAYMENT,BEMP,Hindi ko alam kung paano ako makapag - uulat ng mga isyu nang may bayad,0.7537033557891846,False,
could you help me solving an issue with payments?,payment_issue,PAYMENT,BIMP,Matutulungan mo ba akong lutasin ang isang problema sa pamamagitan ng pagbabayad?,0.8708308935165405,False,
is it possible to report issues with payments?,payment_issue,PAYMENT,BIM,posible kayang mag - ulat ng mga isyu na may kabayaran?,0.6457433700561523,True,
payment help,payment_issue,PAYMENT,BK,tulong sa pagbabayad,0.9498745799064636,False,
I do not know how I could report an issue with payments,payment_issue,PAYMENT,BEMP,Hindi ko alam kung paano ko maiuulat ang isang isyu sa pamamagitan ng pagbabayad,0.8858993649482727,False,
I want to report payment issues,payment_issue,PAYMENT,BM,Nais kong iulat ang mga isyu ng pagbabayad,0.933213472366333,False,
I want to report issues with payment,payment_issue,PAYMENT,BM,Nais kong iulat ang mga isyu nang may bayad,0.6650817394256592,True,
assistance to report issues with payment,payment_issue,PAYMENT,BM,tulong sa pag - uulat ng mga isyu sa pamamagitan ng pagbabayad,0.9476184844970704,False,
how to report an issue with payment?,payment_issue,PAYMENT,BI,kung paano mag - uulat ng isang isyu sa pamamagitan ng pagbabayad?,0.8838119506835938,False,
help me solve an issue with payment,payment_issue,PAYMENT,B,ay tumutulong sa akin na lutasin ang isang isyu sa pamamagitan ng pagbabayad,0.8691946268081665,False,
assistance reporting payment issues,payment_issue,PAYMENT,BM,tumutulong sa pag - uulat ng mga isyu ng pagbabayad,0.916657030582428,False,
I would like to report a payment issue,payment_issue,PAYMENT,BP,Nais kong magreport ng isang isyu sa pagbabayad,0.9714524149894714,False,
report payment issues,payment_issue,PAYMENT,BKM,nag - uulat ng mga isyu ng pagbabayad,0.9557797312736512,False,
what do I need to do to report payment issues?,payment_issue,PAYMENT,BIM,Ano ang kailangan kong gawin upang iulat ang mga isyu tungkol sa pagbabayad?,0.9547291994094848,False,
help reporting payment issues,payment_issue,PAYMENT,BM,tumutulong sa pag - uulat ng mga isyu tungkol sa pagbabayad,0.9585479497909546,False,
I don't know what to do to report issues with payment,payment_issue,PAYMENT,BM,Hindi ko alam kung ano ang gagawin upang iulat ang mga isyu nang may bayad,0.8255622982978821,False,
I do not know how to report a payment issue,payment_issue,PAYMENT,BE,Hindi ko alam kung paano magreport ng isang isyu sa pagbabayad,0.9617737531661988,False,
where to report an issue with payments?,payment_issue,PAYMENT,BIM,kung saan iuulat ang isang isyu sa pamamagitan ng pagbabayad?,0.7976460456848145,False,
could you help me reporting issues with payments?,payment_issue,PAYMENT,BIMP,Matutulungan mo ba akong mag - ulat ng mga isyu sa pamamagitan ng pagbabayad?,0.8379455804824829,False,
reporting issue with payments,payment_issue,PAYMENT,BKM,nag - uulat ng isyu na may kabayaran,0.8536471128463745,False,
assistance to report payment issues,payment_issue,PAYMENT,BM,tulong sa pag - uulat ng mga isyu tungkol sa pagbabayad,0.9662092924118042,False,
what do I need to do to report issues with payment?,payment_issue,PAYMENT,BIM,Ano ba ang kailangan kong gawin upang maiulat ang mga bagay - bagay sa pamamagitan ng pagbabayad?,0.6578820943832397,True,
I need assistance reporting an issue with payments,payment_issue,PAYMENT,BM,Kailangan ko ng tulong sa pag - uulat ng isang isyu na may bayad,0.7223504781723022,False,
I have got to report an issue with payments,payment_issue,PAYMENT,BM,Kailangan kong iulat ang isang isyu sa pamamagitan ng pagbabayad,0.8902606964111328,False,
I do not know how I can report a payment issue,payment_issue,PAYMENT,BE,Hindi ko alam kung paano ako makapag - uulat ng isang isyu sa pagbabayad,0.9296002388000488,False,
I don't know how to report an issue with payment,payment_issue,PAYMENT,B,Hindi ko alam kung paano ireport ang isang isyu sa pamamagitan ng pagbabayad,0.9508446455001832,False,
I need assistance to report issues with payment,payment_issue,PAYMENT,BM,Kailangan ko ng tulong upang maiulat ang mga bagay - bagay nang may bayad,0.5326880216598511,True,
I want help to report issues with payments,payment_issue,PAYMENT,BM,Nais ko ng tulong upang iulat ang mga bagay na may bayad,0.6475992202758789,True,
report issue with payments,payment_issue,PAYMENT,BKM,ng report na may mga bayad,0.6895762085914612,True,
help me solving payment issues,payment_issue,PAYMENT,BM,ay tumutulong sa akin na lutasin ang mga isyu tungkol sa pagbabayad,0.8916040658950806,False,
I want assistance to report an issue with payment,payment_issue,PAYMENT,B,Nais ko ng tulong upang iulat ang isang isyu sa pamamagitan ng pagbabayad,0.9326671361923218,False,
help me solving a payment issue,payment_issue,PAYMENT,B,ay tumutulong sa akin na lutasin ang isang isyu sa pagbabayad,0.8933761119842529,False,
I want help solving a payment issue,payment_issue,PAYMENT,B,Nais ko ng tulong upang malutas ang isang isyu sa pagbabayad,0.9791454076766968,False,
could you help me to solve an issue with payment?,payment_issue,PAYMENT,BIP,Matutulungan mo ba akong lutasin ang isang problema sa pamamagitan ng pagbabayad?,0.9099896550178528,False,
I want assistance to solve issues with payment,payment_issue,PAYMENT,BM,Nais ko ng tulong upang lutasin ang mga problema sa pamamagitan ng pagbabayad,0.9349530935287476,False,
I do not know how I can report payment issues,payment_issue,PAYMENT,BEM,Hindi ko alam kung paano ako makapag - uulat ng mga isyu tungkol sa pagbabayad,0.9214400053024292,False,
I want help reporting payment issues,payment_issue,PAYMENT,BM,Nais kong makatulong sa pag - uulat ng mga isyu tungkol sa pagbabayad,0.9490532279014589,False,
I want help solving an issue with payments,payment_issue,PAYMENT,BM,Nais ko ng tulong upang malutas ang isang isyu sa pamamagitan ng pagbabayad,0.9034360647201538,False,
I try to report payment issues,payment_issue,PAYMENT,BM,Sinisikap kong iulat ang mga isyu tungkol sa pagbabayad,0.8978546261787415,False,
help to report payment issues,payment_issue,PAYMENT,BM,upang iulat ang mga isyu tungkol sa pagbabayad,0.9457387328147888,False,
I need help reporting an issue with payments,payment_issue,PAYMENT,BM,Kailangan ko ng tulong sa pag - uulat ng isang isyu na may kabayaran,0.7776471376419067,False,
I don't know what to do to report a payment issue,payment_issue,PAYMENT,B,Hindi ko alam kung ano ang gagawin upang iulat ang isang isyu sa pagbabayad,0.9529342651367188,False,
can you help me report issues with payment?,payment_issue,PAYMENT,BIM,Matutulungan mo ba akong iulat ang mga bagay - bagay sa pamamagitan ng pagbabayad?,0.5761053562164307,True,
help to solve an issue with payments,payment_issue,PAYMENT,BM,na lutasin ang isang isyu sa pamamagitan ng pagbabayad,0.8634248971939087,False,
is it possible to report issues with payment?,payment_issue,PAYMENT,BIM,Posible bang iulat ang mga isyu nang may bayad?,0.6109368801116943,True,
report issues with payments,payment_issue,PAYMENT,BKM,nag - uulat ng mga isyu na may kabayaran,0.8344091176986694,False,
assistance to solve issues with payments,payment_issue,PAYMENT,BM,tulong upang malutas ang mga problema sa pamamagitan ng pagbabayad,0.9067729711532592,False,
payment issues,payment_issue,PAYMENT,BKM,mga isyu ng pagbabayad,0.9675754904747008,False,
could you help me to solve payment issues?,payment_issue,PAYMENT,BIMP,Matutulungan mo ba akong lutasin ang mga isyu tungkol sa pagbabayad?,0.9381697177886964,False,
I need help reporting issues with payments,payment_issue,PAYMENT,BM,Kailangan ko ng tulong sa pag - uulat ng mga bagay na may bayad,0.6600894927978516,True,
where can I report an issue with payment?,payment_issue,PAYMENT,BI,saan ko maiuulat ang isang isyu sa pamamagitan ng pagbabayad?,0.876512885093689,False,
I want assistance solving issues with payment,payment_issue,PAYMENT,BM,Nais ko ng tulong upang malutas ang mga problema sa pamamagitan ng pagbabayad,0.9248638153076172,False,
can you help me solving a payment issue?,payment_issue,PAYMENT,BI,Matutulungan mo ba akong malutas ang isang isyu sa pagbabayad?,0.967150330543518,False,
help me to solve a payment issue,payment_issue,PAYMENT,B,ay tumutulong sa akin na lutasin ang isang isyu sa pagbabayad,0.8926280736923218,False,
I do not know how I could report a payment issue,payment_issue,PAYMENT,BEP,Hindi ko alam kung paano ko maiuulat ang isang isyu sa pagbabayad,0.9188493490219116,False,
I do not know how to report issues with payments,payment_issue,PAYMENT,BEM,Hindi ko alam kung paano magreport ng mga isyu sa pamamagitan ng pagbabayad,0.9198886156082152,False,
where can I report payment issues?,payment_issue,PAYMENT,BIM,saan ko maiuulat ang mga isyu ng pagbabayad?,0.8853287696838379,False,
help to solve an issue with payment,payment_issue,PAYMENT,B,na lutasin ang isang problema sa pamamagitan ng pagbabayad,0.8751375079154968,False,
where could I report issues with payments?,payment_issue,PAYMENT,BIMP,saan ako maaaring mag - ulat ng mga isyu sa pamamagitan ng pagbabayad?,0.9083988666534424,False,
is it possible to report an issue with payment?,payment_issue,PAYMENT,BI,Posible bang iulat ang isang isyu sa pamamagitan ng pagbabayad?,0.907851219177246,False,
could you help me solving payment issues?,payment_issue,PAYMENT,BIMP,Matutulungan mo ba akong lutasin ang mga isyu tungkol sa pagbabayad?,0.9469459056854248,False,
can you help me solve payment issues?,payment_issue,PAYMENT,BIM,Matutulungan mo ba akong lutasin ang mga isyu tungkol sa pagbabayad?,0.9394476413726808,False,
how to report a payment issue?,payment_issue,PAYMENT,BI,kung paano mag - uulat ng isyu sa pagbabayad?,0.8724374175071716,False,
I do not know how I could report payment issues,payment_issue,PAYMENT,BEMP,Hindi ko alam kung paano ako makapag - uulat ng mga isyu tungkol sa pagbabayad,0.9231884479522704,False,
I don't know how I could report a payment issue,payment_issue,PAYMENT,BP,Hindi ko alam kung paano ko maiuulat ang isang isyu sa pagbabayad,0.9362584352493286,False,
what do I have to do to report an issue with payment?,payment_issue,PAYMENT,BI,Ano ang kailangan kong gawin upang iulat ang isang isyu sa pamamagitan ng pagbabayad?,0.939839243888855,False,
can you help me solving issues with payments?,payment_issue,PAYMENT,BIM,Matutulungan mo ba akong lutasin ang mga problema sa pamamagitan ng pagbabayad?,0.869904637336731,False,
could you help me to report payment issues?,payment_issue,PAYMENT,BIMP,Matutulungan mo ba akong iulat ang mga isyu tungkol sa pagbabayad?,0.9011761546134948,False,
help to solve issues with payments,payment_issue,PAYMENT,BM,na lutasin ang mga problema sa pamamagitan ng pagbabayad,0.8572936058044434,False,
I want assistance to report an issue with payments,payment_issue,PAYMENT,BM,Nais ko ng tulong upang iulat ang isang isyu sa pamamagitan ng pagbabayad,0.9012423753738404,False,
I don't know what I need to do to report payment issues,payment_issue,PAYMENT,BM,Hindi ko alam kung ano ang kailangan kong gawin upang iulat ang mga isyu tungkol sa pagbabayad,0.9669960141181946,False,
I am trying to report an issue with payment,payment_issue,PAYMENT,B,Sinisikap kong iulat ang isang isyu sa pamamagitan ng pagbabayad,0.904541313648224,False,
I need help to solve an issue with payments,payment_issue,PAYMENT,BM,Kailangan ko ng tulong upang malutas ang isang isyu sa pamamagitan ng pagbabayad,0.9140588641166688,False,
assistance solving issues with payment,payment_issue,PAYMENT,BM,pagtulong sa paglutas ng mga problema sa pamamagitan ng pagbabayad,0.9067264795303344,False,
help me to report issues with payments,payment_issue,PAYMENT,BM,ay tumutulong sa akin na mag - ulat ng mga isyu na may kabayaran,0.7371654510498047,False,
could you help me solve issues with payment?,payment_issue,PAYMENT,BIMP,Matutulungan mo ba akong lutasin ang mga problema sa pamamagitan ng pagbabayad?,0.895746111869812,False,
can you help me to report payment issues?,payment_issue,PAYMENT,BIM,Matutulungan mo ba akong iulat ang mga isyu tungkol sa pagbabayad?,0.8961124420166016,False,
can you help me to solve a payment issue?,payment_issue,PAYMENT,BI,Matutulungan mo ba akong lutasin ang isang isyu sa pagbabayad?,0.9634353518486024,False,
assistance reporting issues with payments,payment_issue,PAYMENT,BM,tulong sa pag - uulat ng mga isyu na may kabayaran,0.8410583734512329,False,
how could I report issues with payment?,payment_issue,PAYMENT,BIMP,paano ako makapag - uulat ng mga isyu sa pamamagitan ng pagbabayad?,0.9024477601051332,False,
I want assistance solving an issue with payment,payment_issue,PAYMENT,B,Nais ko ng tulong upang malutas ang isang problema sa pamamagitan ng pagbabayad,0.9266363382339478,False,
is it possible to report payment issues?,payment_issue,PAYMENT,BIM,Posible kayang iulat ang mga isyu tungkol sa pagbabayad?,0.9037266969680786,False,
what do I need to do to report issues with payments?,payment_issue,PAYMENT,BIM,Ano ang kailangan kong gawin upang iulat ang mga isyu sa pamamagitan ng pagbabayad?,0.9178112745285034,False,
I need help to solve issues with payment,payment_issue,PAYMENT,BM,Kailangan ko ng tulong upang malutas ang mga problema sa pamamagitan ng pagbabayad,0.9121098518371582,False,
where do I report an issue with payment?,payment_issue,PAYMENT,BI,saan ko iniuulat ang isang isyu sa pamamagitan ng pagbabayad?,0.8902440071105957,False,
I need help to report an issue with payments,payment_issue,PAYMENT,BM,Kailangan ko ng tulong upang iulat ang isang isyu sa pamamagitan ng pagbabayad,0.9079283475875854,False,
I have to report issues with payments,payment_issue,PAYMENT,BM,Kailangan kong mag - ulat ng mga isyu na may bayad,0.7981759905815125,False,
report an issue with payment,payment_issue,PAYMENT,B,ay nag - uulat ng isang isyu na may bayad,0.6858984231948853,True,
I want assistance solving payment issues,payment_issue,PAYMENT,BM,Nais ko ng tulong upang malutas ang mga isyu tungkol sa pagbabayad,0.946736216545105,False,
I need help solving an issue with payments,payment_issue,PAYMENT,BM,Kailangan ko ng tulong upang malutas ang isang isyu sa pamamagitan ng pagbabayad,0.9125497341156006,False,
how could I report an issue with payment?,payment_issue,PAYMENT,BIP,paano ko maiuulat ang isang isyu sa pamamagitan ng pagbabayad?,0.8849397897720337,False,
solve a payment issue,payment_issue,PAYMENT,B,lutasin ang isang isyu tungkol sa pagbabayad,0.9583226442337036,False,
I don't know how I can report issues with payment,payment_issue,PAYMENT,BM,Hindi ko alam kung paano ako makapag - uulat ng mga isyu nang may bayad,0.7720959782600403,False,
solve issues with payments,payment_issue,PAYMENT,BM,lutasin ang mga problema sa pamamagitan ng pagbabayad,0.907034397125244,False,
I want help to solve a payment issue,payment_issue,PAYMENT,B,Nais ko ng tulong upang malutas ang isang isyu sa pagbabayad,0.980487823486328,False,
I try to report issues with payments,payment_issue,PAYMENT,BM,Sinisikap kong mag - ulat ng mga isyu na may bayad,0.7880086898803711,False,
can you help me reporting issues with payments?,payment_issue,PAYMENT,BIM,Matutulungan mo ba akong mag - ulat ng mga isyu sa pamamagitan ng pagbabayad?,0.828691840171814,False,
I want help solving payment issues,payment_issue,PAYMENT,BM,Gusto kong makatulong sa paglutas sa mga isyu tungkol sa pagbabayad,0.9482868909835817,False,
can you help me report an issue with payments?,payment_issue,PAYMENT,BIM,Matutulungan mo ba akong iulat ang isang isyu sa pamamagitan ng pagbabayad?,0.8397223353385925,False,
how can I report issues with payments?,payment_issue,PAYMENT,BIM,paano ako makapag - uulat ng mga isyu sa pamamagitan ng pagbabayad?,0.8672641515731812,False,
I need to report an issue with payments,payment_issue,PAYMENT,BM,Kailangan kong iulat ang isang isyu sa pamamagitan ng pagbabayad,0.8995757102966309,False,
I want help to report issues with payment,payment_issue,PAYMENT,BM,Nais ko ng tulong upang iulat ang mga bagay na may bayad,0.6368395090103149,True,
would it be possible to report an issue with payments?,payment_issue,PAYMENT,BIMP,Posible kayang iulat ang isang isyu sa pamamagitan ng pagbabayad?,0.8715242147445679,False,
I do not know what I need to do to report a payment issue,payment_issue,PAYMENT,BE,Hindi ko alam kung ano ang kailangan kong gawin upang iulat ang isang isyu sa pagbabayad,0.961801052093506,False,
help me report a payment issue,payment_issue,PAYMENT,B,ay nakatulong sa akin na iulat ang isang isyu sa pagbabayad,0.8781082630157471,False,
I need assistance to report an issue with payments,payment_issue,PAYMENT,BM,Kailangan ko ng tulong upang iulat ang isang isyu sa pamamagitan ng pagbabayad,0.9137356281280518,False,
help me report payment issues,payment_issue,PAYMENT,BM,ay tutulong sa akin na iulat ang mga isyu tungkol sa pagbabayad,0.8949834108352661,False,
could you help me report an issue with payments?,payment_issue,PAYMENT,BIMP,Matutulungan mo ba akong iulat ang isang isyu sa pamamagitan ng pagbabayad?,0.8468324542045593,False,
I want help to report an issue with payments,payment_issue,PAYMENT,BM,Nais ko ng tulong upang iulat ang isang isyu sa pamamagitan ng pagbabayad,0.89369797706604,False,
help regarding payments,payment_issue,PAYMENT,BKM,hinggil sa pagbabayad,0.90701425075531,False,
would it be possible to report payment issues?,payment_issue,PAYMENT,BIMP,Posible kayang iulat ang mga isyu tungkol sa pagbabayad?,0.905349850654602,False,
assistance to report a payment issue,payment_issue,PAYMENT,B,tulong sa pag - uulat ng isyu ng pagbabayad,0.955809473991394,False,
help me to report an issue with payment,payment_issue,PAYMENT,B,ay tumutulong sa akin na iulat ang isang isyu sa pamamagitan ng pagbabayad,0.881040096282959,False,
I want help reporting an issue with payments,payment_issue,PAYMENT,BM,Nais ko ng tulong sa pag - uulat ng isang isyu na may kabayaran,0.7358967065811157,False,
assistance solving an issue with payments,payment_issue,PAYMENT,BM,pagtulong sa paglutas sa isang isyu sa pamamagitan ng pagbabayad,0.8858150243759155,False,
can you help me reporting payment issues?,payment_issue,PAYMENT,BIM,Matutulungan mo ba akong iulat ang mga isyu tungkol sa pagbabayad?,0.9133492708206176,False,
I don't know what to do to report an issue with payment,payment_issue,PAYMENT,B,Hindi ko alam kung ano ang gagawin upang iulat ang isang isyu sa pamamagitan ng pagbabayad,0.9284735918045044,False,
I do not know how I could report an issue with payment,payment_issue,PAYMENT,BEP,Hindi ko alam kung paano ko maisusumbong ang isang isyu,0.4438632130622864,True,
I want assistance reporting an issue with payment,payment_issue,PAYMENT,B,Nais ko ng tulong sa pag - uulat ng isang isyu nang may bayad,0.775717556476593,False,
I do not know how I can report issues with payment,payment_issue,PAYMENT,BEM,Hindi ko alam kung paano ako makapag - uulat ng mga isyu nang may bayad,0.7486505508422852,False,
I don't know what I need to do to report a payment issue,payment_issue,PAYMENT,B,Hindi ko alam kung ano ang kailangan kong gawin upang iulat ang isang isyu sa pagbabayad,0.9694371223449708,False,
solve payment issues,payment_issue,PAYMENT,BM,lutasin ang mga isyu ng pagbabayad,0.971881628036499,False,
I do not know what to do to report payment issues,payment_issue,PAYMENT,BEM,Hindi ko alam kung ano ang gagawin upang iulat ang mga isyu tungkol sa pagbabayad,0.934920072555542,False,
I have to report an issue with payment,payment_issue,PAYMENT,B,Kailangan kong iulat ang isang isyu sa pamamagitan ng pagbabayad,0.9282828569412231,False,
help reporting an issue with payment,payment_issue,PAYMENT,B,ay tumutulong sa pag - uulat ng isang isyu sa pamamagitan ng pagbabayad,0.908322811126709,False,
could you help me solve a payment issue?,payment_issue,PAYMENT,BIP,Matutulungan mo ba akong lutasin ang isang isyu sa pagbabayad?,0.9674548506736756,False,
report payment issue,payment_issue,PAYMENT,BK,nag - uulat ng isyu ng pagbabayad,0.9357184171676636,False,
assistance reporting a payment issue,payment_issue,PAYMENT,B,tulong sa pag - uulat ng isyu ng pagbabayad,0.9469733238220216,False,
could you help me solve an issue with payments?,payment_issue,PAYMENT,BIMP,Matutulungan mo ba akong lutasin ang isang isyu sa pamamagitan ng pagbabayad?,0.878429651260376,False,
help reporting a payment issue,payment_issue,PAYMENT,B,ay nag - uulat ng isyu ng pagbabayad,0.9173163175582886,False,
I do not know how to report an issue with payment,payment_issue,PAYMENT,BE,Hindi ko alam kung paano ireport ang isang isyu sa pamamagitan ng pagbabayad,0.9422017335891724,False,
can you help me to solve an issue with payments?,payment_issue,PAYMENT,BIM,Matutulungan mo ba akong lutasin ang isang problema sa pamamagitan ng pagbabayad?,0.8657420873641968,False,
report issues with payment,payment_issue,PAYMENT,BKM,nag - uulat ng mga isyu na may bayad,0.7898907661437988,False,
I need assistance reporting a payment issue,payment_issue,PAYMENT,B,Kailangan ko ng tulong sa pag - uulat ng isang isyu sa pagbabayad,0.9579969644546508,False,
help me report an issue with payments,payment_issue,PAYMENT,BM,ay nakatulong sa akin na iulat ang isang isyu na may kabayaran,0.5778781771659851,True,
question about my payment,payment_issue,PAYMENT,B,tanong tungkol sa aking kabayaran,0.6806652545928955,True,
solve an issue with payments,payment_issue,PAYMENT,BM,lutasin ang isang isyu sa pamamagitan ng pagbabayad,0.9002059698104858,False,
I do not know what to do to report a payment issue,payment_issue,PAYMENT,BE,Hindi ko alam kung ano ang gagawin upang iulat ang isang isyu sa pagbabayad,0.9430447816848756,False,
reporting payment issues,payment_issue,PAYMENT,BKM,Nag - uulat ng mga isyu tungkol sa pagbabayad,0.9577020406723022,False,
I need assistance solving issues with payment,payment_issue,PAYMENT,BM,Kailangan ko ng tulong upang malutas ang mga problema sa pamamagitan ng pagbabayad,0.9182766675949096,False,
assistance to solve payment issues,payment_issue,PAYMENT,BM,tulong upang malutas ang mga isyu tungkol sa pagbabayad,0.961660385131836,False,
I don't know how to report a payment issue,payment_issue,PAYMENT,B,Hindi ko alam kung paano magreport ng isang isyu sa pagbabayad,0.9717812538146972,False,
can you help me solving issues with payment?,payment_issue,PAYMENT,BIM,Matutulungan mo ba akong lutasin ang mga problema sa pamamagitan ng pagbabayad?,0.8906408548355103,False,
issues with payment,payment_issue,PAYMENT,BKM,na may bayad,0.2765277624130249,True,
can you help me to solve an issue with payment?,payment_issue,PAYMENT,BI,Matutulungan mo ba akong lutasin ang isang problema sa pamamagitan ng pagbabayad?,0.9018769264221193,False,
what do I have to do to report issues with payments?,payment_issue,PAYMENT,BIM,Ano ang ginagawa ko upang iulat ang mga isyu sa pamamagitan ng pagbabayad?,0.9139943718910216,False,
could you help me reporting an issue with payment?,payment_issue,PAYMENT,BIP,Matutulungan mo ba akong iulat ang isang isyu sa pamamagitan ng pagbabayad?,0.890120267868042,False,
help me solve an issue with payments,payment_issue,PAYMENT,BM,ay tumutulong sa akin na lutasin ang isang isyu sa pamamagitan ng pagbabayad,0.8404852151870728,False,
could you help me solving issues with payment?,payment_issue,PAYMENT,BIMP,Matutulungan mo ba akong lutasin ang mga problema sa pamamagitan ng pagbabayad?,0.8968760967254639,False,
I have got to report payment issues,payment_issue,PAYMENT,BM,Kailangan kong mag - ulat ng mga isyu tungkol sa pagbabayad,0.9440993070602416,False,
assistance to solve an issue with payments,payment_issue,PAYMENT,BM,tulong upang malutas ang isang isyu sa pamamagitan ng pagbabayad,0.9039301872253418,False,
what do I need to do to report an issue with payment?,payment_issue,PAYMENT,BI,Ano ang kailangan kong gawin upang iulat ang isang isyu sa pamamagitan ng pagbabayad?,0.9374499320983888,False,
I don't know how I can report issues with payments,payment_issue,PAYMENT,BM,Hindi ko alam kung paano ako makapag - uulat ng mga isyu sa pamamagitan ng pagbabayad,0.8917030096054077,False,
I need assistance reporting issues with payments,payment_issue,PAYMENT,BM,Kailangan ko ng tulong sa pag - uulat ng mga bagay na may bayad,0.6927740573883057,True,
would it be possible to report an issue with payment?,payment_issue,PAYMENT,BIP,Posible kayang iulat ang isang isyu sa pamamagitan ng pagbabayad?,0.9075616002082824,False,
could you help me to report an issue with payments?,payment_issue,PAYMENT,BIMP,Matutulungan mo ba akong iulat ang isang isyu sa pamamagitan ng pagbabayad?,0.8456792831420898,False,
I have to report issues with payment,payment_issue,PAYMENT,BM,Kailangan kong mag - ulat ng mga isyu nang may bayad,0.7692193984985352,False,
I have a question about my payments,payment_issue,PAYMENT,BM,May katanungan ako tungkol sa aking mga kabayaran,0.8054873943328857,False,
I need assistance to solve issues with payments,payment_issue,PAYMENT,BM,Kailangan ko ng tulong upang malutas ang mga problema sa pamamagitan ng pagbabayad,0.9054990410804749,False,
help to report a payment issue,payment_issue,PAYMENT,B,na mag - ulat ng isyu ng pagbabayad,0.9022690057754515,False,
would it be possible to report a payment issue?,payment_issue,PAYMENT,BIP,Posible kayang magreport ng isang isyu sa pagbabayad?,0.9573448300361632,False,
can you help me to solve payment issues?,payment_issue,PAYMENT,BIM,Matutulungan mo ba akong lutasin ang mga isyu tungkol sa pagbabayad?,0.9362624883651732,False,
could you help me solve issues with payments?,payment_issue,PAYMENT,BIMP,Matutulungan mo ba akong lutasin ang mga problema sa pamamagitan ng pagbabayad?,0.8765242695808411,False,
can you help me to solve issues with payments?,payment_issue,PAYMENT,BIM,Matutulungan mo ba akong lutasin ang mga problema sa pamamagitan ng pagbabayad?,0.8711922764778137,False,
where to report payment issues?,payment_issue,PAYMENT,BIM,kung saan iuulat ang mga isyu ng pagbabayad?,0.8109463453292847,False,
how could I report a payment issue?,payment_issue,PAYMENT,BIP,paano ko maiuulat ang isang isyu sa pagbabayad?,0.915102243423462,False,
where do I report a payment issue?,payment_issue,PAYMENT,BI,saan ako nag - uulat ng isang isyu sa pagbabayad?,0.8431253433227539,False,
I don't know what to do to report payment issues,payment_issue,PAYMENT,BM,Hindi ko alam kung ano ang gagawin upang iulat ang mga isyu tungkol sa pagbabayad,0.9475555419921876,False,
