utterance,intent,category,tags,tagalog
what do I need to do to report issues with payments?,payment_issue,PAYMENT,BIM,what do i need to do to report issues with payments?
I need help to solve issues with payment,payment_issue,PAYMENT,BM,need ko po help to solve issues with payment
where do I report an issue with payment?,payment_issue,PAYMENT,BI,where do i report an issue with payment?
I need help to report an issue with payments,payment_issue,PAYMENT,BM,need ko po help to report an issue with payments
I have to report issues with payments,payment_issue,PAYMENT,BM,i have to report issues with payments
report an issue with payment,payment_issue,PAYMENT,B,report an issue with payment
I want assistance solving payment issues,payment_issue,PAYMENT,BM,may payment issue ako
I need help solving an issue with payments,payment_issue,PAYMENT,BM,need ko po help solving an issue with payments
how could I report an issue with payment?,payment_issue,PAYMENT,BIP,how could i report an issue with payment?
solve a payment issue,payment_issue,PAYMENT,B,may payment issue ako
I don't know how I can report issues with payment,payment_issue,PAYMENT,BM,i don't know how i can report issues with payment
solve issues with payments,payment_issue,PAYMENT,BM,solve issues with payments
I want help to solve a payment issue,payment_issue,PAYMENT,B,may payment issue ako
I try to report issues with payments,payment_issue,PAYMENT,BM,i try to report issues with payments
can you help me reporting issues with payments?,payment_issue,PAYMENT,BIM,pwede ba tulungan mo ako reporting issues with payments??
I want help solving payment issues,payment_issue,PAYMENT,BM,may payment issue ako
can you help me report an issue with payments?,payment_issue,PAYMENT,BIM,pwede ba tulungan mo ako report an issue with payments??
how can I report issues with payments?,payment_issue,PAYMENT,BIM,how can i report issues with payments?
I need to report an issue with payments,payment_issue,PAYMENT,BM,i need to report an issue with payments
I want help to report issues with payment,payment_issue,PAYMENT,BM,i want help to report issues with payment
would it be possible to report an issue with payments?,payment_issue,PAYMENT,BIMP,would it be possible to report an issue with payments?
I do not know what I need to do to report a payment issue,payment_issue,PAYMENT,BE,may payment issue ako
help me report a payment issue,payment_issue,PAYMENT,B,may payment issue ako
I need assistance to report an issue with payments,payment_issue,PAYMENT,BM,i need assistance to report an issue with payments
help me report payment issues,payment_issue,PAYMENT,BM,may payment issue ako
could you help me report an issue with payments?,payment_issue,PAYMENT,BIMP,could you tulungan mo ako report an issue with payments?
I want help to report an issue with payments,payment_issue,PAYMENT,BM,i want help to report an issue with payments
help regarding payments,payment_issue,PAYMENT,BKM,help regarding payments
would it be possible to report payment issues?,payment_issue,PAYMENT,BIMP,may payment issue ako
assistance to report a payment issue,payment_issue,PAYMENT,B,may payment issue ako
help me to report an issue with payment,payment_issue,PAYMENT,B,tulungan mo ako to report an issue with payment
I want help reporting an issue with payments,payment_issue,PAYMENT,BM,i want help reporting an issue with payments
assistance solving an issue with payments,payment_issue,PAYMENT,BM,assistance solving an issue with payments
can you help me reporting payment issues?,payment_issue,PAYMENT,BIM,may payment issue ako
I don't know what to do to report an issue with payment,payment_issue,PAYMENT,B,i don't know what to do to report an issue with payment
I do not know how I could report an issue with payment,payment_issue,PAYMENT,BEP,i do not know how i could report an issue with payment
I want assistance reporting an issue with payment,payment_issue,PAYMENT,B,i want assistance reporting an issue with payment
I do not know how I can report issues with payment,payment_issue,PAYMENT,BEM,i do not know how i can report issues with payment
I don't know what I need to do to report a payment issue,payment_issue,PAYMENT,B,may payment issue ako
solve payment issues,payment_issue,PAYMENT,BM,may payment issue ako
I do not know what to do to report payment issues,payment_issue,PAYMENT,BEM,may payment issue ako
I have to report an issue with payment,payment_issue,PAYMENT,B,i have to report an issue with payment
help reporting an issue with payment,payment_issue,PAYMENT,B,help reporting an issue with payment
could you help me solve a payment issue?,payment_issue,PAYMENT,BIP,may payment issue ako
report payment issue,payment_issue,PAYMENT,BK,may payment issue ako
assistance reporting a payment issue,payment_issue,PAYMENT,B,may payment issue ako
could you help me solve an issue with payments?,payment_issue,PAYMENT,BIMP,could you tulungan mo ako solve an issue with payments?
help reporting a payment issue,payment_issue,PAYMENT,B,may payment issue ako
I do not know how to report an issue with payment,payment_issue,PAYMENT,BE,i do not know how to report an issue with payment
can you help me to solve an issue with payments?,payment_issue,PAYMENT,BIM,pwede ba tulungan mo ako to solve an issue with payments??
report issues with payment,payment_issue,PAYMENT,BKM,report issues with payment
I need assistance reporting a payment issue,payment_issue,PAYMENT,B,may payment issue ako
help me report an issue with payments,payment_issue,PAYMENT,BM,tulungan mo ako report an issue with payments
question about my payment,payment_issue,PAYMENT,B,question about yung payment
solve an issue with payments,payment_issue,PAYMENT,BM,solve an issue with payments
I do not know what to do to report a payment issue,payment_issue,PAYMENT,BE,may payment issue ako
reporting payment issues,payment_issue,PAYMENT,BKM,may payment issue ako
I need assistance solving issues with payment,payment_issue,PAYMENT,BM,i need assistance solving issues with payment
assistance to solve payment issues,payment_issue,PAYMENT,BM,may payment issue ako
I don't know how to report a payment issue,payment_issue,PAYMENT,B,may payment issue ako
can you help me solving issues with payment?,payment_issue,PAYMENT,BIM,pwede ba tulungan mo ako solving issues with payment??
issues with payment,payment_issue,PAYMENT,BKM,issues with payment
can you help me to solve an issue with payment?,payment_issue,PAYMENT,BI,pwede ba tulungan mo ako to solve an issue with payment??
what do I have to do to report issues with payments?,payment_issue,PAYMENT,BIM,what do i have to do to report issues with payments?
could you help me reporting an issue with payment?,payment_issue,PAYMENT,BIP,could you tulungan mo ako reporting an issue with payment?
help me solve an issue with payments,payment_issue,PAYMENT,BM,tulungan mo ako solve an issue with payments
could you help me solving issues with payment?,payment_issue,PAYMENT,BIMP,could you tulungan mo ako solving issues with payment?
I have got to report payment issues,payment_issue,PAYMENT,BM,may payment issue ako
assistance to solve an issue with payments,payment_issue,PAYMENT,BM,assistance to solve an issue with payments
what do I need to do to report an issue with payment?,payment_issue,PAYMENT,BI,what do i need to do to report an issue with payment?
I don't know how I can report issues with payments,payment_issue,PAYMENT,BM,i don't know how i can report issues with payments
I need assistance reporting issues with payments,payment_issue,PAYMENT,BM,i need assistance reporting issues with payments
would it be possible to report an issue with payment?,payment_issue,PAYMENT,BIP,would it be possible to report an issue with payment?
could you help me to report an issue with payments?,payment_issue,PAYMENT,BIMP,could you tulungan mo ako to report an issue with payments?
I have to report issues with payment,payment_issue,PAYMENT,BM,i have to report issues with payment
I have a question about my payments,payment_issue,PAYMENT,BM,i have a question about yung payments
I need assistance to solve issues with payments,payment_issue,PAYMENT,BM,i need assistance to solve issues with payments
help to report a payment issue,payment_issue,PAYMENT,B,may payment issue ako
would it be possible to report a payment issue?,payment_issue,PAYMENT,BIP,may payment issue ako
can you help me to solve payment issues?,payment_issue,PAYMENT,BIM,may payment issue ako
could you help me solve issues with payments?,payment_issue,PAYMENT,BIMP,could you tulungan mo ako solve issues with payments?
can you help me to solve issues with payments?,payment_issue,PAYMENT,BIM,pwede ba tulungan mo ako to solve issues with payments??
where to report payment issues?,payment_issue,PAYMENT,BIM,may payment issue ako
how could I report a payment issue?,payment_issue,PAYMENT,BIP,may payment issue ako
where do I report a payment issue?,payment_issue,PAYMENT,BI,may payment issue ako
I don't know what to do to report payment issues,payment_issue,PAYMENT,BM,may payment issue ako
can you help me solving an issue with payments?,payment_issue,PAYMENT,BIM,pwede ba tulungan mo ako solving an issue with payments??
I do not know how to report issues with payment,payment_issue,PAYMENT,BEM,i do not know how to report issues with payment
help me solve payment issues,payment_issue,PAYMENT,BM,may payment issue ako
I need help to solve payment issues,payment_issue,PAYMENT,BM,may payment issue ako
help solving an issue with payment,payment_issue,PAYMENT,B,help solving an issue with payment
I don't know how to report payment issues,payment_issue,PAYMENT,BM,may payment issue ako
help me solving an issue with payment,payment_issue,PAYMENT,B,tulungan mo ako solving an issue with payment
could you help me to solve a payment issue?,payment_issue,PAYMENT,BIP,may payment issue ako
how do I report an issue with payments?,payment_issue,PAYMENT,BIM,paano ko po report an issue with payments??
payment issue,payment_issue,PAYMENT,BK,may payment issue ako
can you help me report issues with payments?,payment_issue,PAYMENT,BIM,pwede ba tulungan mo ako report issues with payments??
I need assistance to report an issue with payment,payment_issue,PAYMENT,B,i need assistance to report an issue with payment
I want assistance reporting issues with payment,payment_issue,PAYMENT,BM,i want assistance reporting issues with payment
assistance to report issues with payments,payment_issue,PAYMENT,BM,assistance to report issues with payments
help solving issues with payments,payment_issue,PAYMENT,BM,help solving issues with payments
where to report issues with payments?,payment_issue,PAYMENT,BIM,where to report issues with payments?
help with payment,payment_issue,PAYMENT,BK,help with payment
I want assistance to report a payment issue,payment_issue,PAYMENT,B,may payment issue ako
I do not know how I can report an issue with payments,payment_issue,PAYMENT,BEM,i do not know how i can report an issue with payments
could you help me solving issues with payments?,payment_issue,PAYMENT,BIMP,could you tulungan mo ako solving issues with payments?
I need assistance solving an issue with payments,payment_issue,PAYMENT,BM,i need assistance solving an issue with payments
help me to solve an issue with payments,payment_issue,PAYMENT,BM,tulungan mo ako to solve an issue with payments
I need to report issues with payment,payment_issue,PAYMENT,BM,i need to report issues with payment
reporting issue with payment,payment_issue,PAYMENT,BK,reporting issue with payment
issue with payment,payment_issue,PAYMENT,BK,issue with payment
I want to report an issue with payments,payment_issue,PAYMENT,BM,gusto ko po report an issue with payments
I get an error when I try to pay,payment_issue,PAYMENT,B,i get an error when i try to pay
I want help reporting issues with payment,payment_issue,PAYMENT,BM,i want help reporting issues with payment
I want assistance solving a payment issue,payment_issue,PAYMENT,B,may payment issue ako
I want assistance solving an issue with payments,payment_issue,PAYMENT,BM,i want assistance solving an issue with payments
I need assistance to solve issues with payment,payment_issue,PAYMENT,BM,i need assistance to solve issues with payment
I need assistance to report a payment issue,payment_issue,PAYMENT,B,may payment issue ako
could you help me report a payment issue?,payment_issue,PAYMENT,BIP,may payment issue ako
I want assistance reporting issues with payments,payment_issue,PAYMENT,BM,i want assistance reporting issues with payments
I need assistance reporting an issue with payment,payment_issue,PAYMENT,B,i need assistance reporting an issue with payment
where can I report an issue with payments?,payment_issue,PAYMENT,BIM,where can i report an issue with payments?
I need help solving issues with payment,payment_issue,PAYMENT,BM,need ko po help solving issues with payment
report issue with payment,payment_issue,PAYMENT,BK,magreport po ako ng issue sa payment
I don't know what to do to report an issue with payments,payment_issue,PAYMENT,BM,i don't know what to do to report an issue with payments
help to report issues with payment,payment_issue,PAYMENT,BM,help to report issues with payment
I don't know how I could report issues with payment,payment_issue,PAYMENT,BMP,i don't know how i could report issues with payment
assistance buying several of your item,place_order,ORDER,BM,assistance buying several of your item
could you help me buy some items?,place_order,ORDER,BIMP,could you tulungan mo ako buy some items?
help to buy several items,place_order,ORDER,BM,help to buy several items
can you help me buying a few of your item?,place_order,ORDER,BIM,pwede ba tulungan mo ako buying a few of your item??
I don't know what I have to do to make an order,place_order,ORDER,B,paano po gumawa ng order?
I am trying to buy several of your item,place_order,ORDER,BM,i am trying to buy several of your item
how could I buy something?,place_order,ORDER,BIP,how could i buy something?
where to make an order?,place_order,ORDER,BI,paano po gumawa ng order?
where to buy a few of your item?,place_order,ORDER,BIM,where to buy a few of your item?
I do not know what I need to do to buy some of your item,place_order,ORDER,BEM,i do not know what i need to do to buy some of your item
where can I buy a few of your item?,place_order,ORDER,BIM,where can i buy a few of your item?
can you help me to buy some of your item?,place_order,ORDER,BIM,pwede ba tulungan mo ako to buy some of your item??
help me buy a few of your item,place_order,ORDER,BM,tulungan mo ako buy a few of your item
I want assistance making a purchase,place_order,ORDER,B,i want assistance making a purchase
help me to buy several of your item,place_order,ORDER,BM,tulungan mo ako to buy several of your item
I would like to buy some of your item,place_order,ORDER,BMP,gusto ko po buy some of your item
what do I have to do to buy several of your item?,place_order,ORDER,BIM,what do i have to do to buy several of your item?
help to buy something,place_order,ORDER,B,help to buy something
I don't know how I can buy some items,place_order,ORDER,BM,i don't know how i can buy some items
how can I buy a few of your item?,place_order,ORDER,BIM,how can i buy a few of your item?
could you help me buying several of your item?,place_order,ORDER,BIMP,could you tulungan mo ako buying several of your item?
I need assistance to buy some of your item,place_order,ORDER,BM,i need assistance to buy some of your item
I have got to buy some of your item,place_order,ORDER,BM,i have got to buy some of your item
help me buy some items,place_order,ORDER,BM,tulungan mo ako buy some items
I don't know how I could buy an item,place_order,ORDER,BP,i don't know how i could buy an item
I try to make a purchase,place_order,ORDER,B,i try to make a purchase
what do I need to do to buy a few of your item?,place_order,ORDER,BIM,what do i need to do to buy a few of your item?
could you help me buying a few of your item?,place_order,ORDER,BIMP,could you tulungan mo ako buying a few of your item?
make a purchase,place_order,ORDER,B,bumili
where to buy an item?,place_order,ORDER,BI,where to buy an item?
I am trying to make a purchase,place_order,ORDER,B,i am trying to make a purchase
I need help buying a few of your item,place_order,ORDER,BM,need ko po help buying a few of your item
I need assistance to buy several items,place_order,ORDER,BM,i need assistance to buy several items
can you help me buying an item?,place_order,ORDER,BI,pwede ba tulungan mo ako buying an item??
I need assistance to buy a few of your item,place_order,ORDER,BM,i need assistance to buy a few of your item
I want assistance buying several items,place_order,ORDER,BM,i want assistance buying several items
I try to buy several of your item,place_order,ORDER,BM,i try to buy several of your item
where to buy something?,place_order,ORDER,BI,where to buy something?
where could I make a purchase?,place_order,ORDER,BIP,where could i make a purchase?
I want assistance to buy an item,place_order,ORDER,B,i want assistance to buy an item
I want assistance to make an order,place_order,ORDER,B,paano po gumawa ng order?
help me make a purchase,place_order,ORDER,B,tulungan mo ako make a purchase
I want assistance to make a purchase,place_order,ORDER,B,i want assistance to make a purchase
help to buy some items,place_order,ORDER,BM,help to buy some items
I want help to buy several items,place_order,ORDER,BM,i want help to buy several items
I want to make an order,place_order,ORDER,B,paano po gumawa ng order?
I do not know what I need to do to buy an item,place_order,ORDER,BE,i do not know what i need to do to buy an item
assistance buying something,place_order,ORDER,B,assistance buying something
I try to buy some of your item,place_order,ORDER,BM,i try to buy some of your item
making purchase,place_order,ORDER,BK,making purchase
I do not know how I can buy several of your item,place_order,ORDER,BEM,i do not know how i can buy several of your item
I need help to buy several items,place_order,ORDER,BM,need ko po help to buy several items
would it be possible to buy a few of your item?,place_order,ORDER,BIMP,would it be possible to buy a few of your item?
would it be possible to buy an item?,place_order,ORDER,BIP,would it be possible to buy an item?
I do not know how I could buy a few of your item,place_order,ORDER,BEMP,i do not know how i could buy a few of your item
I want help to buy several of your item,place_order,ORDER,BM,i want help to buy several of your item
would it be possible to make a purchase?,place_order,ORDER,BIP,would it be possible to make a purchase?
I do not know what I have to do to make a purchase,place_order,ORDER,BE,i do not know what i have to do to make a purchase
make order,place_order,ORDER,BK,paano po gumawa ng order?
I do not know how I can buy a few of your item,place_order,ORDER,BEM,i do not know how i can buy a few of your item
how can I buy something?,place_order,ORDER,BI,how can i buy something?
I want to buy some of your item,place_order,ORDER,BM,gusto ko po buy some of your item
I do not know what I have to do to make an order,place_order,ORDER,BE,paano po gumawa ng order?
how do I buy some items?,place_order,ORDER,BIM,paano ko po buy some items??
can you help me buy several of your item?,place_order,ORDER,BIM,pwede ba tulungan mo ako buy several of your item??
assistance to make an order,place_order,ORDER,B,paano po gumawa ng order?
I do not know what to do to make a purchase,place_order,ORDER,BE,i do not know what to do to make a purchase
I do not know what I need to do to buy several of your item,place_order,ORDER,BEM,i do not know what i need to do to buy several of your item
I want assistance to buy some of your item,place_order,ORDER,BM,i want assistance to buy some of your item
make purchase,place_order,ORDER,BK,bumili
I need help to make a purchase,place_order,ORDER,B,need ko po help to make a purchase
I want help making a purchase,place_order,ORDER,B,i want help making a purchase
I need to make a purchase,place_order,ORDER,B,i need to make a purchase
I have to buy an item,place_order,ORDER,B,i have to buy an item
I want help buying something,place_order,ORDER,B,i want help buying something
I need assistance buying some of your item,place_order,ORDER,BM,i need assistance buying some of your item
I do not know what to do to buy a few of your item,place_order,ORDER,BEM,i do not know what to do to buy a few of your item
assistance buying some of your item,place_order,ORDER,BM,assistance buying some of your item
I want assistance to buy a few of your item,place_order,ORDER,BM,i want assistance to buy a few of your item
I want help to buy some of your item,place_order,ORDER,BM,i want help to buy some of your item
I have to buy several items,place_order,ORDER,BM,i have to buy several items
where do I buy several of your item?,place_order,ORDER,BIM,where do i buy several of your item?
help buying something,place_order,ORDER,B,help buying something
I want to buy something,place_order,ORDER,B,gusto ko po buy something
assistance to make a purchase,place_order,ORDER,B,assistance to make a purchase
I don't know what I have to do to buy several items,place_order,ORDER,BM,i don't know what i have to do to buy several items
I don't know how I could buy a few of your item,place_order,ORDER,BMP,i don't know how i could buy a few of your item
how can I make an order?,place_order,ORDER,BI,paano po gumawa ng order?
making order,place_order,ORDER,BK,making order
I don't know what to do to buy some of your item,place_order,ORDER,BM,i don't know what to do to buy some of your item
how do I buy something?,place_order,ORDER,BI,paano ko po buy something??
I want assistance buying several of your item,place_order,ORDER,BM,i want assistance buying several of your item
I don't know how to buy several of your item,place_order,ORDER,BM,i don't know how to buy several of your item
I do not know what I need to do to buy something,place_order,ORDER,BE,i do not know what i need to do to buy something
I would like to buy something,place_order,ORDER,BP,gusto ko po buy something
I don't know how I can buy some of your item,place_order,ORDER,BM,i don't know how i can buy some of your item
can you help me to buy a few of your item?,place_order,ORDER,BIM,pwede ba tulungan mo ako to buy a few of your item??
I don't know what to do to buy several of your item,place_order,ORDER,BM,i don't know what to do to buy several of your item
what do I have to do to buy some of your item?,place_order,ORDER,BIM,what do i have to do to buy some of your item?
assistance buying an item,place_order,ORDER,B,assistance buying an item
could you help me buy something?,place_order,ORDER,BIP,could you tulungan mo ako buy something?
I don't know what I need to do to buy a few of your item,place_order,ORDER,BM,i don't know what i need to do to buy a few of your item
I do not know what to do to buy some items,place_order,ORDER,BEM,i do not know what to do to buy some items
I am trying to buy several items,place_order,ORDER,BM,i am trying to buy several items
I need help to buy some of your item,place_order,ORDER,BM,need ko po help to buy some of your item
assistance to buy several of your item,place_order,ORDER,BM,assistance to buy several of your item
is it possible to buy some of your item?,place_order,ORDER,BIM,pwede ba buy some of your item??
I would like to buy a few of your item,place_order,ORDER,BMP,gusto ko po buy a few of your item
I need to buy several items,place_order,ORDER,BM,i need to buy several items
I don't know what I need to do to buy several items,place_order,ORDER,BM,i don't know what i need to do to buy several items
I have to make an order,place_order,ORDER,B,paano po gumawa ng order?
how to buy some items?,place_order,ORDER,BIM,how to buy some items?
I don't know how I could make a purchase,place_order,ORDER,BP,i don't know how i could make a purchase
I need assistance buying a few of your item,place_order,ORDER,BM,i need assistance buying a few of your item
I don't know how I could buy some items,place_order,ORDER,BMP,i don't know how i could buy some items
how to make a purchase?,place_order,ORDER,BI,how to make a purchase?
how can I make a purchase?,place_order,ORDER,BI,paano ba ako makakabili?
how can I buy some items?,place_order,ORDER,BIM,how can i buy some items?
I need to buy some items,place_order,ORDER,BM,i need to buy some items
I need assistance buying an item,place_order,ORDER,B,i need assistance buying an item
I don't know how I could buy several items,place_order,ORDER,BMP,i don't know how i could buy several items
could you help me to buy several of your item?,place_order,ORDER,BIMP,could you tulungan mo ako to buy several of your item?
help me to buy some of your item,place_order,ORDER,BM,tulungan mo ako to buy some of your item
can you help me making a purchase?,place_order,ORDER,BI,pwede ba tulungan mo ako making a purchase??
can you help me to buy an item?,place_order,ORDER,BI,pwede ba tulungan mo ako to buy an item??
help to buy a few of your item,place_order,ORDER,BM,help to buy a few of your item
I try to buy something,place_order,ORDER,B,i try to buy something
I need to buy an item,place_order,ORDER,B,i need to buy an item
I need assistance to make an order,place_order,ORDER,B,paano po gumawa ng order?
where could I make an order?,place_order,ORDER,BIP,paano po gumawa ng order?
assistance to buy something,place_order,ORDER,B,assistance to buy something
how to buy something?,place_order,ORDER,BI,how to buy something?
would it be possible to buy something?,place_order,ORDER,BIP,would it be possible to buy something?
make an order,place_order,ORDER,B,paano po gumawa ng order?
can you help me buy several items?,place_order,ORDER,BIM,pwede ba tulungan mo ako buy several items??
I don't know how to buy something,place_order,ORDER,B,i don't know how to buy something
I do not know what I have to do to buy several of your item,place_order,ORDER,BEM,i do not know what i have to do to buy several of your item
I don't know what I need to do to buy some of your item,place_order,ORDER,BM,i don't know what i need to do to buy some of your item
what do I have to do to make a purchase?,place_order,ORDER,BI,what do i have to do to make a purchase?
I want help to buy something,place_order,ORDER,B,i want help to buy something
I am trying to buy something,place_order,ORDER,B,i am trying to buy something
can you help me buy some items?,place_order,ORDER,BIM,pwede ba tulungan mo ako buy some items??
I want help buying several of your item,place_order,ORDER,BM,i want help buying several of your item
I have to buy a few of your item,place_order,ORDER,BM,i have to buy a few of your item
what do I have to do to make an order?,place_order,ORDER,BI,paano po gumawa ng order?
buy some items,place_order,ORDER,BM,buy some items
could you help me buy a few of your item?,place_order,ORDER,BIMP,could you tulungan mo ako buy a few of your item?
where can I buy several of your item?,place_order,ORDER,BIM,where can i buy several of your item?
I don't know what I have to do to buy some of your item,place_order,ORDER,BM,i don't know what i have to do to buy some of your item
I need help to buy something,place_order,ORDER,B,need ko po help to buy something
where do I buy some items?,place_order,ORDER,BIM,where do i buy some items?
I need to make an order,place_order,ORDER,B,paano po gumawa ng order?
I have got to buy several items,place_order,ORDER,BM,i have got to buy several items
help to buy several of your item,place_order,ORDER,BM,help to buy several of your item
how could I buy several of your item?,place_order,ORDER,BIMP,how could i buy several of your item?
help me buy something,place_order,ORDER,B,tulungan mo ako buy something
how do I make a purchase?,place_order,ORDER,BI,paano ko po make a purchase??
would it be possible to make an order?,place_order,ORDER,BIP,paano po gumawa ng order?
I want to buy several of your item,place_order,ORDER,BM,gusto ko po buy several of your item
I have to buy some items,place_order,ORDER,BM,i have to buy some items
is it possible to buy something?,place_order,ORDER,BI,pwede ba buy something??
could you help me make an order?,place_order,ORDER,BIP,paano po gumawa ng order?
I do not know how to buy some items,place_order,ORDER,BEM,i do not know how to buy some items
what do I need to do to buy some of your item?,place_order,ORDER,BIM,what do i need to do to buy some of your item?
I have got to make an order,place_order,ORDER,B,paano po gumawa ng order?
how to buy several of your item?,place_order,ORDER,BIM,how to buy several of your item?
where to buy several items?,place_order,ORDER,BIM,where to buy several items?
where could I buy several of your item?,place_order,ORDER,BIMP,where could i buy several of your item?
I would like to make a purchase,place_order,ORDER,BP,gusto ko po make a purchase
buy a few of your item,place_order,ORDER,BM,buy a few of your item
could you help me buying some of your item?,place_order,ORDER,BIMP,could you tulungan mo ako buying some of your item?
I want to buy an item,place_order,ORDER,B,gusto ko po buy an item
I need help making a purchase,place_order,ORDER,B,need ko po help making a purchase
I don't know how I could buy several of your item,place_order,ORDER,BMP,Hindi ko po alam pano bumili sainyo nang maramihan
I need assistance making an order,place_order,ORDER,B,i need assistance making an order
what do I need to do to make an order?,place_order,ORDER,BI,paano po gumawa ng order?
I do not know how I can make an order,place_order,ORDER,BE,paano po gumawa ng order?
I want assistance to buy some items,place_order,ORDER,BM,i want assistance to buy some items
how to make an order?,place_order,ORDER,BI,paano mag place ng order?
I don't know what I need to do to buy an item,place_order,ORDER,B,i don't know what i need to do to buy an item
I do not know how to make a purchase,place_order,ORDER,BE,i do not know how to make a purchase
I don't know what to do to buy several items,place_order,ORDER,BM,i don't know what to do to buy several items
how can I buy an item?,place_order,ORDER,BI,how can i buy an item?
help buying several items,place_order,ORDER,BM,help buying several items
where can I buy some items?,place_order,ORDER,BIM,where can i buy some items?
where to buy some items?,place_order,ORDER,BIM,where to buy some items?
I do not know how I can buy some of your item,place_order,ORDER,BEM,i do not know how i can buy some of your item
what do I need to do to buy several items?,place_order,ORDER,BIM,what do i need to do to buy several items?
assistance making a purchase,place_order,ORDER,B,assistance making a purchase
I want to buy a few of your item,place_order,ORDER,BM,gusto ko po buy a few of your item
I don't know what I need to do to make a purchase,place_order,ORDER,B,i don't know what i need to do to make a purchase
I don't know what I need to do to buy several of your item,place_order,ORDER,BM,i don't know what i need to do to buy several of your item
where could I buy some items?,place_order,ORDER,BIMP,where could i buy some items?
I need assistance buying something,place_order,ORDER,B,i need assistance buying something
I don't know how to make a purchase,place_order,ORDER,B,i don't know how to make a purchase
where to buy several of your item?,place_order,ORDER,BIM,where to buy several of your item?
how could I make a purchase?,place_order,ORDER,BIP,how could i make a purchase?
what do I need to do to buy something?,place_order,ORDER,BI,what do i need to do to buy something?
where do I buy some of your item?,place_order,ORDER,BIM,where do i buy some of your item?
I am trying to buy a few of your item,place_order,ORDER,BM,i am trying to buy a few of your item
can you help me buying something?,place_order,ORDER,BI,pwede ba tulungan mo ako buying something??
I want to buy some items,place_order,ORDER,BM,gusto ko po buy some items
I do not know how I can make a purchase,place_order,ORDER,BE,i do not know how i can make a purchase
buy several of your item,place_order,ORDER,BM,buy several of your item
I need help to buy an item,place_order,ORDER,B,need ko po help to buy an item
could you help me to buy something?,place_order,ORDER,BIP,could you tulungan mo ako to buy something?
could you help me to buy some items?,place_order,ORDER,BIMP,could you tulungan mo ako to buy some items?
I do not know what to do to buy some of your item,place_order,ORDER,BEM,i do not know what to do to buy some of your item
I don't know how to buy some items,place_order,ORDER,BM,i don't know how to buy some items
how could I buy some items?,place_order,ORDER,BIMP,how could i buy some items?
I want help to buy some items,place_order,ORDER,BM,i want help to buy some items
I need help making an order,place_order,ORDER,B,need ko po help making an order
assistance to buy some of your item,place_order,ORDER,BM,assistance to buy some of your item
help buying an item,place_order,ORDER,B,help buying an item
I want assistance to buy several of your item,place_order,ORDER,BM,i want assistance to buy several of your item
could you help me to buy some of your item?,place_order,ORDER,BIMP,could you tulungan mo ako to buy some of your item?
help me buying several items,place_order,ORDER,BM,tulungan mo ako buying several items
I would like to buy several of your item,place_order,ORDER,BMP,gusto ko po buy several of your item
help to buy an item,place_order,ORDER,B,help to buy an item
can you help me buy a few of your item?,place_order,ORDER,BIM,pwede ba tulungan mo ako buy a few of your item??
where do I buy a few of your item?,place_order,ORDER,BIM,where do i buy a few of your item?
I need assistance buying some items,place_order,ORDER,BM,i need assistance buying some items
help me to buy something,place_order,ORDER,B,tulungan mo ako to buy something
I need to buy a few of your item,place_order,ORDER,BM,i need to buy a few of your item
I do not know how I could buy several items,place_order,ORDER,BEMP,i do not know how i could buy several items
I want help buying some items,place_order,ORDER,BM,i want help buying some items
how to buy a few of your item?,place_order,ORDER,BIM,how to buy a few of your item?
what do I have to do to buy some items?,place_order,ORDER,BIM,what do i have to do to buy some items?
would it be possible to buy some items?,place_order,ORDER,BIMP,would it be possible to buy some items?
I do not know how I can buy some items,place_order,ORDER,BEM,i do not know how i can buy some items
I do not know what to do to buy an item,place_order,ORDER,BE,i do not know what to do to buy an item
I am trying to buy an item,place_order,ORDER,B,i am trying to buy an item
I do not know what I need to do to make a purchase,place_order,ORDER,BE,i do not know what i need to do to make a purchase
I need help buying several of your item,place_order,ORDER,BM,need ko po help buying several of your item
I do not know how I could buy some items,place_order,ORDER,BEMP,i do not know how i could buy some items
can you help me buying several items?,place_order,ORDER,BIM,pwede ba tulungan mo ako buying several items??
I need to buy something,place_order,ORDER,B,i need to buy something
I do not know what I have to do to buy an item,place_order,ORDER,BE,i do not know what i have to do to buy an item
where could I buy some of your item?,place_order,ORDER,BIMP,where could i buy some of your item?
I do not know how I could make a purchase,place_order,ORDER,BEP,i do not know how i could make a purchase
I don't know how I could buy something,place_order,ORDER,BP,i don't know how i could buy something
could you help me buy some of your item?,place_order,ORDER,BIMP,could you tulungan mo ako buy some of your item?
I need assistance to buy an item,place_order,ORDER,B,i need assistance to buy an item
will you give me information about a password recovery?,recover_password,ACCOUNT,BIP,will you give me information about a password recovery?
tell me more about a password recovery,recover_password,ACCOUNT,B,tell me more about a password recovery
I want to know about a password recovery,recover_password,ACCOUNT,B,gusto ko po know about a password recovery
i do not know what i have to do to recover my pin code,recover_password,ACCOUNT,BELQ,i do not know what i have to do to recover yung pin code
I cannot reset my damn user account pwd,recover_password,ACCOUNT,BELQW,i cannot reset yung damn user account pwd
how could I find information about forgotten passwords?,recover_password,ACCOUNT,BIMP,how could i find information about forgotten passwords?
can you give me information about a password recovery?,recover_password,ACCOUNT,BI,can you give me information about a password recovery?
i need help retrieving my user account pin,recover_password,ACCOUNT,BLQ,need ko po help retrieving ko user account pin
